id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
480,2016,Mohali,2016-05-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,69,0,A Mishra,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
481,2016,Kolkata,2016-04-22,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,5,Rashid Khan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
482,2016,Kolkata,2016-04-10,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,runs,0,Rajasthan Royals,57,0,DA Warner,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
483,2016,Mumbai,2016-04-20,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,8,Q de Kock,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
484,2016,Pune,2016-04-12,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,0,9,MM Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
485,2016,Kolkata,2016-04-19,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,17,0,LH Ferguson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
486,2016,Bangalore,2016-04-23,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,runs,0,Chennai Super Kings,77,0,SK Raina,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
487,2016,Ahmedabad,2016-05-12,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,wickets,0,Kings XI Punjab,0,4,G Gambhir,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
488,2016,Kolkata,2016-05-15,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,75,0,AB de Villiers,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
489,2016,Pune,2016-04-16,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,5,PP Chawla,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
490,2016,Kolkata,2016-05-29,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,wickets,1,Sunrisers Hyderabad,0,1,RP Singh,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
491,2016,Ahmedabad,2016-04-24,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Sunrisers Hyderabad,68,0,DR Smith,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
492,2016,Kolkata,2016-04-11,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,8,SR Watson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
493,2016,Chennai,2016-04-15,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,8,CH Gayle,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
494,2016,Bangalore,2016-05-17,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,wickets,0,Chennai Super Kings,0,6,A Mishra,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
495,2016,Chennai,2016-05-11,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,wickets,0,Royal Challengers Bangalore,0,7,PP Chawla,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
496,2016,Indore,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,59,0,KS Williamson,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
497,2016,Kolkata,2016-04-19,Mumbai Indians,Pune Warriors India,Pune Warriors India,bat,wickets,0,Mumbai Indians,0,8,Q de Kock,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
498,2016,Jaipur,2016-05-10,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,wickets,0,Royal Challengers Bangalore,0,4,A Kumble,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
499,2016,Mumbai,2016-04-11,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,wickets,1,Royal Challengers Bangalore,0,3,SL Malinga,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
500,2016,Jaipur,2016-04-27,Pune Warriors India,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,2,SV Samson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
501,2016,Jaipur,2016-05-15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,runs,0,Royal Challengers Bangalore,12,0,DJ Bravo,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
502,2016,Pune,2016-04-30,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,runs,0,Delhi Daredevils,48,0,LH Ferguson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
503,2016,Bangalore,2016-04-29,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,9,A Mishra,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
504,2016,Mohali,2016-04-30,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,runs,0,Kings XI Punjab,80,0,DR Smith,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
505,2017,Pune,2017-04-20,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,8,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
506,2017,Visakhapatnam,2017-04-25,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Sunrisers Hyderabad,58,0,DL Chahar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
507,2017,Chennai,2017-04-19,Pune Warriors India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,1,Pune Warriors India,59,0,RV Uthappa,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
508,2017,Bangalore,2017-04-19,Chennai Super Kings,Pune Warriors India,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,8,DL Chahar,"Eden Gardens, Kolkata",Umpire A,Umpire B
509,2017,Bangalore,2017-04-17,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,3,0,SK Raina,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
510,2017,Jaipur,2017-05-28,Pune Warriors India,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,9,A Kumble,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
511,2017,Kolkata,2017-05-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,1,Kolkata Knight Riders,37,0,KS Williamson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
512,2017,Mohali,2017-04-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,15,0,B Kumar,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
513,2017,Kolkata,2017-05-13,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,58,0,YS Chahal,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
514,2017,Mohali,2017-05-25,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,runs,0,Delhi Daredevils,70,0,SP Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
515,2017,Chennai,2017-04-22,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,3,AT Rayudu,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
516,2017,Visakhapatnam,2017-05-16,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,runs,0,Delhi Daredevils,25,0,JP Duminy,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
517,2017,Indore,2017-05-14,Pune Warriors India,Delhi Daredevils,Pune Warriors India,field,wickets,0,Pune Warriors India,0,9,DR Smith,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
518,2017,Jaipur,2017-04-16,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,runs,0,Rajasthan Royals,45,0,Rashid Khan,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
519,2017,Kolkata,2017-04-14,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Delhi Daredevils,0,7,MM Sharma,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
520,2017,Kolkata,2017-05-28,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,runs,0,Delhi Daredevils,35,0,Rashid Khan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
521,2017,Ahmedabad,2017-05-27,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,wickets,0,Royal Challengers Bangalore,0,1,AT Rayudu,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
522,2017,Indore,2017-05-23,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,runs,0,Mumbai Indians,61,0,DJ Bravo,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
523,2017,Pune,2017-05-28,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Mumbai Indians,0,2,DR Smith,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
524,2017,Mumbai,2017-05-24,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,0,3,AM Rahane,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
525,2017,Delhi,2017-04-26,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,runs,0,Kings XI Punjab,46,0,HH Pandya,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
526,2017,Indore,2017-05-13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,wickets,0,Chennai Super Kings,0,5,P Kumar,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
527,2017,Mohali,2017-04-16,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,runs,0,Kolkata Knight Riders,63,0,SR Watson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
528,2017,Mumbai,2017-05-19,Royal Challengers Bangalore,Pune Warriors India,Royal Challengers Bangalore,field,wickets,0,Pune Warriors India,0,2,PP Chawla,"Eden Gardens, Kolkata",Umpire A,Umpire B
529,2017,Kolkata,2017-04-17,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,bat,runs,0,Delhi Daredevils,16,0,P Kumar,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
530,2017,Mumbai,2017-04-11,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,62,0,BB McCullum,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
531,2017,Chennai,2017-04-28,Pune Warriors India,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,39,0,KL Rahul,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
532,2017,Mohali,2017-04-26,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,5,KS Williamson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
533,2017,Visakhapatnam,2017-04-16,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,5,V Kohli,"Eden Gardens, Kolkata",Umpire A,Umpire B
534,2017,Hyderabad,2017-04-23,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,runs,0,Delhi Daredevils,46,0,F du Plessis,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
535,2017,Visakhapatnam,2017-04-20,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Kings XI Punjab,0,6,DA Warner,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
536,2017,Hyderabad,2017-04-25,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Sunrisers Hyderabad,53,0,BB McCullum,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
537,2017,Chennai,2017-05-22,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,runs,0,Kings XI Punjab,67,0,AM Rahane,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
538,2017,Chennai,2017-05-25,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,runs,0,Chennai Super Kings,77,0,JP Duminy,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
539,2017,Kolkata,2017-04-13,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,9,A Kumble,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
540,2017,Indore,2017-04-22,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,2,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
541,2017,Jaipur,2017-05-25,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Kings XI Punjab,0,9,BB McCullum,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
542,2017,Jaipur,2017-05-24,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,wickets,0,Kings XI Punjab,0,2,PA Patel,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
543,2017,Jaipur,2017-05-27,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,40,0,KL Rahul,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
544,2017,Ahmedabad,2017-05-19,Delhi Daredevils,Pune Warriors India,Delhi Daredevils,bat,runs,0,Pune Warriors India,76,0,A Mishra,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
545,2017,Hyderabad,2017-05-21,Mumbai Indians,Pune Warriors India,Mumbai Indians,field,wickets,1,Pune Warriors India,0,1,AB de Villiers,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
546,2017,Chennai,2017-04-19,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,runs,0,Rajasthan Royals,40,0,P Kumar,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
547,2017,Visakhapatnam,2017-05-10,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,7,SL Malinga,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
548,2017,Pune,2017-04-20,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,8,A Mishra,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
549,2017,Bangalore,2017-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,10,0,HH Pandya,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
550,2017,Jaipur,2017-04-21,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,runs,0,Royal Challengers Bangalore,73,0,JJ Bumrah,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
551,2017,Visakhapatnam,2017-04-10,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,runs,0,Sunrisers Hyderabad,33,0,A Kumble,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
552,2017,Hyderabad,2017-04-26,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,69,0,B Kumar,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
553,2017,Chennai,2017-04-23,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,0,Kolkata Knight Riders,0,7,LH Ferguson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
554,2017,Mumbai,2017-05-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,20,0,SV Samson,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
555,2017,Delhi,2017-04-30,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,bat,runs,0,Rajasthan Royals,4,0,DJ Bravo,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
556,2017,Mohali,2017-04-22,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,wickets,0,Mumbai Indians,0,2,DJ Bravo,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
557,2017,Ahmedabad,2017-05-20,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,wickets,0,Royal Challengers Bangalore,0,2,KL Rahul,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
558,2017,Jaipur,2017-05-28,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Rajasthan Royals,28,0,SL Malinga,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
559,2017,Kolkata,2017-05-21,Pune Warriors India,Kings XI Punjab,Pune Warriors India,field,wickets,0,Kings XI Punjab,0,4,DR Smith,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
560,2017,Indore,2017-04-24,Mumbai Indians,Pune Warriors India,Mumbai Indians,bat,wickets,0,Pune Warriors India,0,5,KL Rahul,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
561,2018,Indore,2018-05-11,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Rajasthan Royals,21,0,PA Patel,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
562,2018,Pune,2018-04-21,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,2,RA Tripathi,"Eden Gardens, Kolkata",Umpire A,Umpire B
563,2018,Indore,2018-04-22,Pune Warriors India,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Pune Warriors India,0,3,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
564,2018,Indore,2018-05-24,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,17,0,SL Malinga,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
565,2018,Kolkata,2018-05-28,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,runs,0,Sunrisers Hyderabad,54,0,RV Uthappa,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
566,2018,Hyderabad,2018-05-29,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,runs,0,Mumbai Indians,22,0,MJ McClenaghan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
567,2018,Indore,2018-04-17,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,7,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
568,2018,Bangalore,2018-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Sunrisers Hyderabad,27,0,HH Pandya,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
569,2018,Ahmedabad,2018-05-12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,wickets,0,Kolkata Knight Riders,0,4,A Mishra,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
570,2018,Chennai,2018-04-11,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,5,Rashid Khan,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
571,2018,Delhi,2018-05-14,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,runs,1,Royal Challengers Bangalore,80,0,RV Uthappa,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
572,2018,Kolkata,2018-05-26,Pune Warriors India,Mumbai Indians,Pune Warriors India,field,wickets,0,Pune Warriors India,0,6,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
573,2018,Hyderabad,2018-05-29,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Sunrisers Hyderabad,0,5,HH Pandya,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
574,2018,Visakhapatnam,2018-05-11,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,8,DJ Bravo,"Eden Gardens, Kolkata",Umpire A,Umpire B
575,2018,Chennai,2018-04-24,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,runs,0,Royal Challengers Bangalore,60,0,Harbhajan Singh,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
576,2018,Mohali,2018-04-19,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Pune Warriors India,0,3,MS Dhoni,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
577,2018,Jaipur,2018-04-20,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,10,0,A Mishra,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
578,2018,Pune,2018-05-24,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,11,0,DJ Bravo,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
579,2018,Bangalore,2018-05-20,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,73,0,CH Gayle,"Eden Gardens, Kolkata",Umpire A,Umpire B
580,2018,Mumbai,2018-04-22,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,runs,0,Rajasthan Royals,52,0,F du Plessis,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
581,2018,Kolkata,2018-04-21,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,wickets,0,Kolkata Knight Riders,0,5,KS Williamson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
582,2018,Hyderabad,2018-04-23,Delhi Daredevils,Pune Warriors India,Pune Warriors India,field,wickets,0,Pune Warriors India,0,7,DR Smith,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
583,2018,Visakhapatnam,2018-04-19,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,wickets,0,Chennai Super Kings,0,3,LH Ferguson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
584,2018,Visakhapatnam,2018-05-28,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Chennai Super Kings,0,5,JJ Bumrah,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
585,2018,Mohali,2018-04-26,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,runs,0,Mumbai Indians,73,0,RA Tripathi,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
586,2018,Ahmedabad,2018-05-29,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,runs,0,Delhi Daredevils,39,0,A Kumble,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
587,2018,Hyderabad,2018-04-10,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,0,Kings XI Punjab,0,5,YS Chahal,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
588,2018,Ahmedabad,2018-05-22,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,8,MJ McClenaghan,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
589,2018,Mumbai,2018-05-30,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,runs,0,Chennai Super Kings,3,0,F du Plessis,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
590,2018,Hyderabad,2018-04-15,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,0,3,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
591,2018,Ahmedabad,2018-04-20,Delhi Daredevils,Pune Warriors India,Pune Warriors India,bat,wickets,0,Pune Warriors India,0,4,RV Uthappa,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
592,2018,Ahmedabad,2018-05-17,Rajasthan Royals,Pune Warriors India,Pune Warriors India,field,wickets,0,Rajasthan Royals,0,8,MJ McClenaghan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
593,2018,Chennai,2018-05-24,Pune Warriors India,Mumbai Indians,Mumbai Indians,field,runs,0,Pune Warriors India,54,0,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
594,2018,Bangalore,2018-05-29,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,30,0,MM Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
595,2018,Kolkata,2018-04-19,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,6,MJ McClenaghan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
596,2018,Hyderabad,2018-05-17,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,runs,0,Chennai Super Kings,63,0,Harbhajan Singh,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
597,2018,Mumbai,2018-05-23,Mumbai Indians,Pune Warriors India,Pune Warriors India,field,wickets,0,Pune Warriors India,0,3,SK Raina,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
598,2018,Visakhapatnam,2018-04-26,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,wickets,0,Chennai Super Kings,0,6,SS Iyer,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
599,2018,Mumbai,2018-04-15,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,wickets,0,Chennai Super Kings,0,2,R Ashwin,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
600,2018,Kolkata,2018-05-20,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,wickets,0,Kings XI Punjab,0,8,SP Narine,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
